1,1,10
1,2,9
1,3,9
1,4,10
1,5,7
1,6,10
1,7,10
1,8,10
1,9,10
1,10,8
1,11,8
1,12,7
1,13,10
1,14,8
1,15,8
1,16,9
1,17,9
1,18,10
1,19,10
1,20,9
1,21,8
1,22,7
1,23,10
1,24,10
1,25,6
1,26,7
1,27,8
1,28,10
1,29,6
1,30,10
1,31,9
1,32,10
1,33,8
1,34,10
1,35,9
1,36,8
1,37,9
1,38,10
1,39,9
1,40,8
1,41,10
1,42,10
1,43,7
1,44,7
1,45,8
1,46,9
1,47,10
1,48,10
1,49,7
1,50,8
1,51,9
1,52,7
1,53,10
1,54,9
1,55,8
1,56,9
1,57,10
1,58,10
1,59,10
1,60,8
1,61,7
1,62,9
1,63,8
1,64,9
1,65,9
1,66,9
1,67,9
1,68,8
1,69,8
1,70,10
1,71,9
1,72,9
1,73,9
1,74,9
1,75,9
1,76,9
1,77,8
1,78,10
1,79,8
1,80,10
1,81,9
1,82,10
1,83,8
1,84,5
1,85,8
1,86,7
1,87,9
1,88,8
1,89,8
1,90,10
1,91,10
1,92,7
1,93,8
1,94,8
1,95,9
1,96,10
1,97,8
1,98,9
1,99,10
1,100,9
1,101,10
1,102,10
1,103,10
1,104,8
1,105,10
1,106,8
1,107,8
1,108,9
1,109,8
1,110,9
1,111,8
1,112,10
1,113,9
1,114,10
1,115,5
1,116,10
1,117,10
1,118,10
1,119,10
1,120,9
1,121,10
1,122,8
1,123,10
1,124,8
1,125,8
1,126,6
1,127,9
1,128,9
1,129,9
1,130,10
1,131,10
1,132,10
1,133,10
1,134,9
1,135,10
1,136,7
1,137,10
1,138,9
1,139,10
1,140,10
1,141,10
1,142,10
1,143,10
1,144,8
1,145,9
1,146,9
1,147,9
1,148,8
1,149,8
1,150,10
1,151,7
1,152,9
1,153,8
1,154,7
1,155,9
1,156,9
1,157,9
1,158,8
1,159,9
1,160,8
1,161,7
1,162,10
1,163,10
1,164,10
1,165,8
1,166,9
1,167,10
1,168,10
1,169,8
1,170,7
1,171,10
1,172,8
1,173,10
1,174,10
1,175,10
1,176,10
1,177,10
1,178,9
1,179,10
1,180,10
1,181,7
1,182,5
1,183,8
1,184,9
1,185,10
1,186,10
1,187,9
1,188,9
1,189,8
1,190,10
1,191,9
1,192,6
1,193,8
1,194,9
1,195,10
1,196,8
1,197,10
1,198,10
1,199,7
1,200,8
1,201,8
1,202,10
1,203,7
1,204,9
1,205,10
1,206,9
1,207,10
1,208,7
1,209,5
1,210,9
1,211,10
1,212,10
1,213,9
1,214,9
1,215,10
1,216,8
1,217,9
1,218,10
1,219,8
1,220,8
1,221,9
1,222,9
1,223,10
1,224,10
1,225,9
1,226,8
1,227,7
1,228,9
1,229,9
1,230,9
1,231,8
1,232,8
1,233,10
1,234,8
1,235,9
1,236,10
1,237,9
1,238,8
1,239,8
1,240,9
1,241,9
1,242,2
1,243,9
1,244,8
1,245,10
1,246,9
1,247,10
1,248,10
1,249,8
1,250,8
1,251,10
1,252,8
1,253,10
1,254,8
1,255,9
1,256,9
1,257,9
1,258,10
1,259,9
1,260,9
1,261,8
1,262,10
1,263,8
1,264,9
1,265,10
1,266,9
1,267,10
1,268,1
1,269,9
1,270,7
1,271,9
1,272,9
1,273,3
1,274,9
1,275,9
1,276,5
1,277,10
1,278,9
1,279,8
1,280,10
1,281,7
1,282,8
1,283,8
1,284,8
1,285,10
1,286,10
1,287,10
1,288,8
1,289,7
1,290,10
1,291,5
1,292,10
1,293,8
1,294,10
1,295,10
1,296,4
1,297,10
1,298,10
1,299,10
1,300,10
1,301,10
1,302,9
1,303,9
1,304,10
1,305,10
1,306,7
1,307,10
1,308,9
1,309,9
1,310,8
1,311,10
1,312,8
1,313,10
1,314,9
1,315,9
1,316,10
1,317,10
1,318,6
1,319,9
1,320,8
1,321,6
1,322,10
1,323,7
1,324,9
1,325,10
1,326,9
1,327,5
1,328,8
1,329,8
1,330,7
1,331,9
1,332,10
1,333,8
1,334,10
1,335,9
1,336,9
1,337,8
1,338,8
1,339,9
1,340,10
1,341,9
1,342,8
1,343,9
1,344,9
1,345,7
1,346,8
1,347,10
1,348,10
1,349,9
1,350,6
1,351,10
1,352,7
1,353,9
1,354,7
1,355,10
1,356,10
1,357,10
1,358,8
1,359,8
1,360,9
1,361,10
1,362,8
1,363,5
1,364,8
1,365,10
1,366,9
1,367,10
1,368,10
1,369,10
1,370,7
1,371,8
1,372,7
1,373,10
1,374,8
1,375,9
1,376,8
1,377,10
1,378,8
1,379,10
1,380,9
1,381,10
1,382,10
1,383,10
1,384,9
1,385,10
1,386,10
1,387,7
1,388,10
1,389,9
1,390,10
1,391,9
1,392,10
1,393,8
1,394,8
1,395,9
1,396,10
1,397,10
1,398,8
1,399,8
1,400,9
1,401,7
1,402,9
1,403,9
1,404,7
1,405,10
1,406,10
1,407,10
1,408,10
1,409,9
1,410,7
1,411,7
1,412,9
1,413,10
1,414,8
1,415,10
1,416,10
1,417,7
1,418,10
1,419,8
1,420,9
1,421,10
1,422,10
1,423,10
1,424,9
1,425,9
1,426,9
1,427,9
1,428,10
1,429,10
1,430,9
1,431,7
1,432,9
1,433,10
1,434,8
1,435,9
1,436,9
1,437,10
1,438,9
1,439,10
1,440,10
1,441,9
1,442,9
1,443,10
1,444,10
1,445,9
1,446,9
1,447,9
1,448,7
1,449,10
1,450,10
1,451,10
1,452,9
1,453,10
1,454,9
1,455,3
1,456,9
1,457,10
1,458,9
1,459,9
1,460,8
1,461,7
1,462,8
1,463,8
1,464,10
1,465,8
1,466,9
1,467,9
1,468,8
1,469,9
1,470,9
1,471,10
1,472,9
1,473,8
1,474,8
1,475,8
1,476,7
1,477,9
1,478,9
1,479,10
1,480,9
1,481,9
1,482,10
1,483,8
1,484,8
1,485,10
1,486,9
1,487,9
1,488,9
